Locus,Total_Depth,Average_Depth_sample,Depth_for_17
chr4:88535472,0,0.00,0
chr4:88535473,0,0.00,0
chr4:88535474,0,0.00,0
chr4:88535475,0,0.00,0
chr4:88535476,0,0.00,0
chr4:88535477,0,0.00,0
chr4:88535478,0,0.00,0
chr4:88535479,0,0.00,0
chr4:88535480,0,0.00,0
chr4:88535481,0,0.00,0
chr4:88535482,0,0.00,0
chr4:88535483,0,0.00,0
chr4:88535484,0,0.00,0
chr4:88535485,0,0.00,0
chr4:88535486,0,0.00,0
chr4:88535487,0,0.00,0
chr4:88535488,0,0.00,0
chr4:88535489,0,0.00,0
chr4:88535490,0,0.00,0
chr4:88535491,0,0.00,0
chr4:88535492,0,0.00,0
chr4:88535493,0,0.00,0
chr4:88535494,0,0.00,0
chr4:88535495,0,0.00,0
chr4:88535496,0,0.00,0
chr4:88535497,0,0.00,0
chr4:88535498,0,0.00,0
chr4:88535499,0,0.00,0
chr4:88535500,0,0.00,0
chr4:88535501,0,0.00,0
chr4:88535502,0,0.00,0
chr4:88535503,0,0.00,0
chr4:88535504,0,0.00,0
chr4:88535505,0,0.00,0
chr4:88535506,0,0.00,0
chr4:88535507,0,0.00,0
chr4:88535508,0,0.00,0
chr4:88535509,0,0.00,0
chr4:88535510,0,0.00,0
chr4:88535511,0,0.00,0
chr4:88535512,0,0.00,0
chr4:88535513,0,0.00,0
chr4:88535514,0,0.00,0
chr4:88535515,0,0.00,0
chr4:88535516,0,0.00,0
chr4:88535517,0,0.00,0
chr4:88535518,0,0.00,0
chr4:88535519,0,0.00,0
chr4:88535520,0,0.00,0
chr4:88535521,0,0.00,0
chr4:88535522,0,0.00,0
chr4:88535523,0,0.00,0
chr4:88535524,0,0.00,0
chr4:88535525,0,0.00,0
chr4:88535526,0,0.00,0
chr4:88535527,0,0.00,0
chr4:88535528,0,0.00,0
chr4:88535529,0,0.00,0
chr4:88535530,0,0.00,0
chr4:88535531,0,0.00,0
chr4:88535532,0,0.00,0
chr4:88535533,0,0.00,0
chr4:88535534,0,0.00,0
chr4:88535535,0,0.00,0
chr4:88535536,0,0.00,0
chr4:88535537,0,0.00,0
chr4:88535538,0,0.00,0
chr4:88535539,0,0.00,0
chr4:88535540,0,0.00,0
chr4:88535541,0,0.00,0
chr4:88535542,0,0.00,0
chr4:88535543,0,0.00,0
chr4:88535544,0,0.00,0
chr4:88535545,0,0.00,0
chr4:88535546,0,0.00,0
chr4:88535547,0,0.00,0
chr4:88535548,0,0.00,0
chr4:88535549,0,0.00,0
chr4:88535550,0,0.00,0
chr4:88535551,0,0.00,0
chr4:88535552,0,0.00,0
chr4:88535553,0,0.00,0
chr4:88535554,0,0.00,0
chr4:88535555,0,0.00,0
chr4:88535556,0,0.00,0
chr4:88535557,0,0.00,0
chr4:88535558,0,0.00,0
chr4:88535559,0,0.00,0
chr4:88535560,0,0.00,0
chr4:88535561,0,0.00,0
chr4:88535562,0,0.00,0
chr4:88535563,0,0.00,0
chr4:88535564,0,0.00,0
chr4:88535565,0,0.00,0
chr4:88535566,0,0.00,0
chr4:88535567,0,0.00,0
chr4:88535568,0,0.00,0
chr4:88535569,0,0.00,0
chr4:88535570,0,0.00,0
chr4:88535571,0,0.00,0
chr4:88535572,0,0.00,0
chr4:88535573,0,0.00,0
chr4:88535574,0,0.00,0
chr4:88535575,0,0.00,0
chr4:88535576,0,0.00,0
chr4:88535577,0,0.00,0
chr4:88535578,0,0.00,0
chr4:88535579,0,0.00,0
chr4:88535580,0,0.00,0
chr4:88535581,0,0.00,0
chr4:88535582,0,0.00,0
chr4:88535583,0,0.00,0
chr4:88535584,0,0.00,0
chr4:88535585,0,0.00,0
chr4:88535586,0,0.00,0
chr4:88535587,0,0.00,0
chr4:88535588,0,0.00,0
chr4:88535589,0,0.00,0
chr4:88535590,0,0.00,0
chr4:88535591,0,0.00,0
chr4:88535592,0,0.00,0
chr4:88535593,0,0.00,0
chr4:88535594,0,0.00,0
chr4:88535595,0,0.00,0
chr4:88535596,0,0.00,0
chr4:88535597,0,0.00,0
chr4:88535598,0,0.00,0
chr4:88535599,0,0.00,0
chr4:88535600,0,0.00,0
chr4:88535601,0,0.00,0
chr4:88535602,0,0.00,0
chr4:88535603,0,0.00,0
chr4:88535604,0,0.00,0
chr4:88535605,0,0.00,0
chr4:88535606,0,0.00,0
chr4:88535607,0,0.00,0
chr4:88535608,0,0.00,0
chr4:88535609,0,0.00,0
chr4:88535610,0,0.00,0
chr4:88535611,0,0.00,0
chr4:88535612,0,0.00,0
chr4:88535613,0,0.00,0
chr4:88535614,0,0.00,0
chr4:88535615,0,0.00,0
chr4:88535616,0,0.00,0
chr4:88535617,0,0.00,0
chr4:88535618,0,0.00,0
chr4:88535619,0,0.00,0
chr4:88535620,0,0.00,0
chr4:88535621,0,0.00,0
chr4:88535622,0,0.00,0
chr4:88535623,0,0.00,0
chr4:88535624,0,0.00,0
chr4:88535625,0,0.00,0
chr4:88535626,0,0.00,0
chr4:88535627,0,0.00,0
chr4:88535628,0,0.00,0
chr4:88535629,0,0.00,0
chr4:88535630,0,0.00,0
chr4:88535631,0,0.00,0
chr4:88535632,0,0.00,0
chr4:88535633,0,0.00,0
chr4:88535634,0,0.00,0
chr4:88535635,0,0.00,0
chr4:88535636,0,0.00,0
chr4:88535637,0,0.00,0
chr4:88535638,0,0.00,0
chr4:88535639,0,0.00,0
chr4:88535640,0,0.00,0
chr4:88535641,0,0.00,0
chr4:88535642,0,0.00,0
chr4:88535643,0,0.00,0
chr4:88535644,0,0.00,0
chr4:88535645,0,0.00,0
chr4:88535646,0,0.00,0
chr4:88535647,0,0.00,0
chr4:88535648,0,0.00,0
chr4:88535649,0,0.00,0
chr4:88535650,0,0.00,0
chr4:88535651,0,0.00,0
chr4:88535652,0,0.00,0
chr4:88535653,0,0.00,0
chr4:88535654,0,0.00,0
chr4:88535655,0,0.00,0
chr4:88535656,0,0.00,0
chr4:88535657,0,0.00,0
chr4:88535658,0,0.00,0
chr4:88535659,0,0.00,0
chr4:88535660,0,0.00,0
chr4:88535661,0,0.00,0
chr4:88535662,0,0.00,0
chr4:88535663,0,0.00,0
chr4:88535664,0,0.00,0
chr4:88535665,0,0.00,0
chr4:88535666,0,0.00,0
chr4:88535667,0,0.00,0
chr4:88535668,0,0.00,0
chr4:88535669,0,0.00,0
chr4:88535670,0,0.00,0
chr4:88535671,0,0.00,0
chr4:88535672,0,0.00,0
chr4:88535673,0,0.00,0
chr4:88535674,0,0.00,0
chr4:88535675,0,0.00,0
chr4:88535676,0,0.00,0
chr4:88535677,0,0.00,0
chr4:88535678,0,0.00,0
chr4:88535679,0,0.00,0
chr4:88535680,0,0.00,0
chr4:88535681,0,0.00,0
chr4:88535682,0,0.00,0
chr4:88535683,0,0.00,0
chr4:88535684,0,0.00,0
chr4:88535685,0,0.00,0
chr4:88535686,0,0.00,0
chr4:88535687,0,0.00,0
chr4:88535688,0,0.00,0
chr4:88535689,0,0.00,0
chr4:88535690,0,0.00,0
chr4:88535691,0,0.00,0
chr4:88535692,0,0.00,0
chr4:88535693,0,0.00,0
chr4:88535694,0,0.00,0
chr4:88535695,0,0.00,0
chr4:88535696,0,0.00,0
chr4:88535697,0,0.00,0
chr4:88535698,0,0.00,0
chr4:88535699,0,0.00,0
chr4:88535700,0,0.00,0
chr4:88535701,0,0.00,0
chr4:88535702,0,0.00,0
chr4:88535703,0,0.00,0
chr4:88535704,0,0.00,0
chr4:88535705,0,0.00,0
chr4:88535706,0,0.00,0
chr4:88535707,0,0.00,0
chr4:88535708,0,0.00,0
chr4:88535709,0,0.00,0
chr4:88535710,0,0.00,0
chr4:88535711,0,0.00,0
chr4:88535712,0,0.00,0
chr4:88535713,0,0.00,0
chr4:88535714,0,0.00,0
chr4:88535715,0,0.00,0
chr4:88535716,0,0.00,0
chr4:88535717,0,0.00,0
chr4:88535718,0,0.00,0
chr4:88535719,0,0.00,0
chr4:88535720,0,0.00,0
chr4:88535721,0,0.00,0
chr4:88535722,0,0.00,0
chr4:88535723,0,0.00,0
chr4:88535724,0,0.00,0
chr4:88535725,0,0.00,0
chr4:88535726,0,0.00,0
chr4:88535727,0,0.00,0
chr4:88535728,0,0.00,0
chr4:88535729,0,0.00,0
chr4:88535730,0,0.00,0
chr4:88535731,0,0.00,0
chr4:88535732,0,0.00,0
chr4:88535733,0,0.00,0
chr4:88535734,0,0.00,0
chr4:88535735,0,0.00,0
chr4:88535736,0,0.00,0
chr4:88535737,0,0.00,0
chr4:88535738,0,0.00,0
chr4:88535739,0,0.00,0
chr4:88535740,0,0.00,0
chr4:88535741,0,0.00,0
chr4:88535742,0,0.00,0
chr4:88535743,0,0.00,0
chr4:88535744,0,0.00,0
chr4:88535745,0,0.00,0
chr4:88535746,0,0.00,0
chr4:88535747,0,0.00,0
chr4:88535748,0,0.00,0
chr4:88535749,0,0.00,0
chr4:88535750,0,0.00,0
chr4:88535751,0,0.00,0
chr4:88535752,0,0.00,0
chr4:88535753,0,0.00,0
chr4:88535754,0,0.00,0
chr4:88535755,0,0.00,0
chr4:88535756,0,0.00,0
chr4:88535757,0,0.00,0
chr4:88535758,0,0.00,0
chr4:88535759,0,0.00,0
chr4:88535760,0,0.00,0
chr4:88535761,0,0.00,0
chr4:88535762,0,0.00,0
chr4:88535763,0,0.00,0
chr4:88535764,0,0.00,0
chr4:88535765,0,0.00,0
chr4:88535766,0,0.00,0
chr4:88535767,0,0.00,0
chr4:88535768,0,0.00,0
chr4:88535769,0,0.00,0
chr4:88535770,0,0.00,0
chr4:88535771,0,0.00,0
chr4:88535772,0,0.00,0
chr4:88535773,0,0.00,0
chr4:88535774,0,0.00,0
chr4:88535775,0,0.00,0
chr4:88535776,0,0.00,0
chr4:88535777,0,0.00,0
chr4:88535778,0,0.00,0
chr4:88535779,0,0.00,0
chr4:88535780,0,0.00,0
chr4:88535781,0,0.00,0
chr4:88535782,0,0.00,0
chr4:88535783,0,0.00,0
chr4:88535784,0,0.00,0
chr4:88535785,0,0.00,0
chr4:88535786,0,0.00,0
chr4:88535787,0,0.00,0
chr4:88535788,0,0.00,0
chr4:88535789,0,0.00,0
chr4:88535790,0,0.00,0
chr4:88535791,0,0.00,0
chr4:88535792,0,0.00,0
chr4:88535793,0,0.00,0
chr4:88535794,0,0.00,0
chr4:88535795,0,0.00,0
chr4:88535796,0,0.00,0
chr4:88535797,0,0.00,0
chr4:88535798,0,0.00,0
chr4:88535799,0,0.00,0
chr4:88535800,0,0.00,0
chr4:88535801,0,0.00,0
chr4:88535802,0,0.00,0
chr4:88535803,0,0.00,0
chr4:88535804,0,0.00,0
chr4:88535805,0,0.00,0
chr4:88535806,0,0.00,0
chr4:88535807,0,0.00,0
chr4:88535808,0,0.00,0
chr4:88535809,0,0.00,0
chr4:88535810,0,0.00,0
chr4:88535811,0,0.00,0
chr4:88535812,0,0.00,0
chr4:88535813,0,0.00,0
chr4:88535814,0,0.00,0
chr4:88535815,0,0.00,0
chr4:88535816,0,0.00,0
chr4:88535817,0,0.00,0
chr4:88535818,0,0.00,0
chr4:88535819,0,0.00,0
chr4:88535820,0,0.00,0
chr4:88535821,0,0.00,0
chr4:88535822,0,0.00,0
chr4:88535823,0,0.00,0
chr4:88535824,0,0.00,0
chr4:88535825,0,0.00,0
chr4:88535826,0,0.00,0
chr4:88535827,0,0.00,0
chr4:88535828,0,0.00,0
chr4:88535829,0,0.00,0
chr4:88535830,0,0.00,0
chr4:88535831,0,0.00,0
chr4:88535832,0,0.00,0
chr4:88535833,0,0.00,0
chr4:88535834,0,0.00,0
chr4:88535835,0,0.00,0
chr4:88535836,0,0.00,0
chr4:88535837,0,0.00,0
chr4:88535838,0,0.00,0
chr4:88535839,0,0.00,0
chr4:88535840,0,0.00,0
chr4:88535841,0,0.00,0
chr4:88535842,0,0.00,0
chr4:88535843,0,0.00,0
chr4:88535844,0,0.00,0
chr4:88535845,0,0.00,0
chr4:88535846,0,0.00,0
chr4:88535847,0,0.00,0
chr4:88535848,0,0.00,0
chr4:88535849,0,0.00,0
chr4:88535850,0,0.00,0
chr4:88535851,0,0.00,0
chr4:88535852,0,0.00,0
chr4:88535853,0,0.00,0
chr4:88535854,0,0.00,0
chr4:88535855,0,0.00,0
chr4:88535856,0,0.00,0
chr4:88535857,0,0.00,0
chr4:88535858,0,0.00,0
chr4:88535859,0,0.00,0
chr4:88535860,0,0.00,0
chr4:88535861,0,0.00,0
chr4:88535862,0,0.00,0
chr4:88535863,0,0.00,0
chr4:88535864,0,0.00,0
chr4:88535865,0,0.00,0
chr4:88535866,0,0.00,0
chr4:88535867,0,0.00,0
chr4:88535868,0,0.00,0
chr4:88535869,0,0.00,0
chr4:88535870,0,0.00,0
chr4:88535871,0,0.00,0
chr4:88535872,0,0.00,0
chr4:88535873,0,0.00,0
chr4:88535874,0,0.00,0
chr4:88535875,0,0.00,0
chr4:88535876,0,0.00,0
chr4:88535877,0,0.00,0
chr4:88535878,0,0.00,0
chr4:88535879,0,0.00,0
chr4:88535880,0,0.00,0
chr4:88535881,0,0.00,0
chr4:88535882,0,0.00,0
chr4:88535883,0,0.00,0
chr4:88535884,0,0.00,0
chr4:88535885,0,0.00,0
chr4:88535886,0,0.00,0
chr4:88535887,0,0.00,0
chr4:88535888,0,0.00,0
chr4:88535889,0,0.00,0
chr4:88535890,0,0.00,0
chr4:88535891,0,0.00,0
chr4:88535892,0,0.00,0
chr4:88535893,0,0.00,0
chr4:88535894,0,0.00,0
chr4:88535895,0,0.00,0
chr4:88535896,0,0.00,0
chr4:88535897,0,0.00,0
chr4:88535898,0,0.00,0
chr4:88535899,0,0.00,0
chr4:88535900,0,0.00,0
chr4:88535901,0,0.00,0
chr4:88535902,0,0.00,0
chr4:88535903,0,0.00,0
chr4:88535904,0,0.00,0
chr4:88535905,0,0.00,0
chr4:88535906,0,0.00,0
chr4:88535907,0,0.00,0
chr4:88535908,0,0.00,0
chr4:88535909,0,0.00,0
chr4:88535910,0,0.00,0
chr4:88535911,0,0.00,0
chr4:88535912,0,0.00,0
chr4:88535913,0,0.00,0
chr4:88535914,0,0.00,0
chr4:88535915,0,0.00,0
chr4:88535916,0,0.00,0
chr4:88535917,0,0.00,0
chr4:88535918,0,0.00,0
chr4:88535919,0,0.00,0
chr4:88535920,0,0.00,0
chr4:88535921,0,0.00,0
chr4:88535922,0,0.00,0
chr4:88535923,0,0.00,0
chr4:88535924,0,0.00,0
chr4:88535925,0,0.00,0
chr4:88535926,0,0.00,0
chr4:88535927,0,0.00,0
chr4:88535928,0,0.00,0
chr4:88535929,0,0.00,0
chr4:88535930,0,0.00,0
chr4:88535931,0,0.00,0
chr4:88535932,0,0.00,0
chr4:88535933,0,0.00,0
chr4:88535934,0,0.00,0
chr4:88535935,0,0.00,0
chr4:88535936,0,0.00,0
chr4:88535937,0,0.00,0
chr4:88535938,0,0.00,0
chr4:88535939,0,0.00,0
chr4:88535940,0,0.00,0
chr4:88535941,0,0.00,0
chr4:88535942,0,0.00,0
chr4:88535943,0,0.00,0
chr4:88535944,0,0.00,0
chr4:88535945,0,0.00,0
chr4:88535946,0,0.00,0
chr4:88535947,0,0.00,0
chr4:88535948,0,0.00,0
chr4:88535949,0,0.00,0
chr4:88535950,0,0.00,0
chr4:88535951,0,0.00,0
chr4:88535952,0,0.00,0
chr4:88535953,0,0.00,0
chr4:88535954,0,0.00,0
chr4:88535955,0,0.00,0
chr4:88535956,0,0.00,0
chr4:88535957,0,0.00,0
chr4:88535958,0,0.00,0
chr4:88535959,0,0.00,0
chr4:88535960,0,0.00,0
chr4:88535961,0,0.00,0
chr4:88535962,0,0.00,0
chr4:88535963,0,0.00,0
chr4:88535964,0,0.00,0
chr4:88535965,0,0.00,0
chr4:88535966,0,0.00,0
chr4:88535967,0,0.00,0
chr4:88535968,0,0.00,0
chr4:88535969,0,0.00,0
chr4:88535970,0,0.00,0
chr4:88535971,0,0.00,0
chr4:88535972,0,0.00,0
chr4:88535973,0,0.00,0
chr4:88535974,0,0.00,0
chr4:88535975,0,0.00,0
chr4:88535976,0,0.00,0
chr4:88535977,0,0.00,0
chr4:88535978,0,0.00,0
chr4:88535979,0,0.00,0
chr4:88535980,0,0.00,0
chr4:88535981,0,0.00,0
chr4:88535982,0,0.00,0
chr4:88535983,0,0.00,0
chr4:88535984,0,0.00,0
chr4:88535985,0,0.00,0
chr4:88535986,0,0.00,0
chr4:88535987,0,0.00,0
chr4:88535988,0,0.00,0
chr4:88535989,0,0.00,0
chr4:88535990,0,0.00,0
chr4:88535991,0,0.00,0
chr4:88535992,0,0.00,0
chr4:88535993,0,0.00,0
chr4:88535994,0,0.00,0
chr4:88535995,0,0.00,0
chr4:88535996,0,0.00,0
chr4:88535997,0,0.00,0
chr4:88535998,0,0.00,0
chr4:88535999,0,0.00,0
chr4:88536000,0,0.00,0
chr4:88536001,0,0.00,0
chr4:88536002,0,0.00,0
chr4:88536003,0,0.00,0
chr4:88536004,0,0.00,0
chr4:88536005,0,0.00,0
chr4:88536006,0,0.00,0
chr4:88536007,0,0.00,0
chr4:88536008,0,0.00,0
chr4:88536009,0,0.00,0
chr4:88536010,0,0.00,0
chr4:88536391,0,0.00,0
chr4:88536392,0,0.00,0
chr4:88536393,0,0.00,0
chr4:88536394,0,0.00,0
chr4:88536395,0,0.00,0
chr4:88536396,0,0.00,0
chr4:88536397,0,0.00,0
chr4:88536398,0,0.00,0
chr4:88536399,0,0.00,0
chr4:88536400,0,0.00,0
chr4:88536522,0,0.00,0
chr4:88536523,0,0.00,0
chr4:88536524,0,0.00,0
chr4:88536525,0,0.00,0
chr4:88536526,0,0.00,0
chr4:88536527,0,0.00,0
chr4:88536528,0,0.00,0
chr4:88536529,0,0.00,0
chr4:88536530,0,0.00,0
chr4:88536531,0,0.00,0
chr4:88536532,0,0.00,0
chr4:88536533,0,0.00,0
chr4:88536534,0,0.00,0
chr4:88536535,0,0.00,0
chr4:88536536,0,0.00,0
chr4:88536537,0,0.00,0
chr4:88536538,0,0.00,0
chr4:88536539,0,0.00,0
chr4:88536540,0,0.00,0
chr4:88536541,0,0.00,0
chr4:88536542,0,0.00,0
chr4:88536543,0,0.00,0
chr4:88536544,0,0.00,0
chr4:88536545,0,0.00,0
chr4:88536546,0,0.00,0
chr4:88536547,0,0.00,0
chr4:88536548,0,0.00,0
chr4:88536549,0,0.00,0
chr4:88536550,0,0.00,0
chr4:88536551,0,0.00,0
chr4:88536552,0,0.00,0
chr4:88536553,0,0.00,0
chr4:88536554,0,0.00,0
chr4:88536555,0,0.00,0
chr4:88536556,0,0.00,0
chr4:88536557,0,0.00,0
chr4:88536558,0,0.00,0
chr4:88536559,0,0.00,0
chr4:88536560,0,0.00,0
chr4:88536561,0,0.00,0
chr4:88536562,0,0.00,0
chr4:88536563,0,0.00,0
chr4:88536564,0,0.00,0
chr4:88536565,0,0.00,0
chr4:88536566,0,0.00,0
chr4:88536567,0,0.00,0
chr4:88536568,0,0.00,0
chr4:88536569,0,0.00,0
chr4:88536570,0,0.00,0
chr4:88536571,0,0.00,0
chr4:88536572,0,0.00,0
chr4:88536573,0,0.00,0
chr4:88536574,0,0.00,0
chr4:88536575,0,0.00,0
chr4:88536576,0,0.00,0
chr4:88536577,0,0.00,0
chr4:88536578,0,0.00,0
chr4:88536579,0,0.00,0
chr4:88536580,0,0.00,0
chr4:88536581,0,0.00,0
chr4:88536582,0,0.00,0
chr4:88536583,0,0.00,0
chr4:88536584,0,0.00,0
chr4:88536585,0,0.00,0
chr4:88536586,0,0.00,0
chr4:88536587,0,0.00,0
chr4:88536588,0,0.00,0
chr4:88536589,0,0.00,0
chr4:88536590,0,0.00,0
chr4:88536591,0,0.00,0
chr4:88536592,0,0.00,0
chr4:88536593,0,0.00,0
chr4:88536594,0,0.00,0
chr4:88536595,0,0.00,0
chr4:88536596,0,0.00,0
chr4:88536597,0,0.00,0
chr4:88536598,0,0.00,0
chr4:88536599,0,0.00,0
chr4:88536600,0,0.00,0
chr4:88536601,0,0.00,0
chr4:88536602,0,0.00,0
chr4:88536603,0,0.00,0
chr4:88536604,0,0.00,0
chr4:88536605,0,0.00,0
chr4:88536606,0,0.00,0
chr4:88536607,0,0.00,0
chr4:88536608,0,0.00,0
chr4:88536609,0,0.00,0
chr4:88536610,0,0.00,0
chr4:88536611,0,0.00,0
chr4:88536612,0,0.00,0
chr4:88536613,0,0.00,0
chr4:88536614,0,0.00,0
chr4:88536615,0,0.00,0
chr4:88536616,0,0.00,0
chr4:88536617,0,0.00,0
chr4:88536618,0,0.00,0
chr4:88536619,0,0.00,0
chr4:88536620,0,0.00,0
chr4:88536621,0,0.00,0
chr4:88536622,0,0.00,0
chr4:88536623,0,0.00,0
chr4:88536624,0,0.00,0
chr4:88536625,0,0.00,0
chr4:88536626,0,0.00,0
chr4:88536627,0,0.00,0
chr4:88536628,0,0.00,0
chr4:88536629,0,0.00,0
chr4:88536630,0,0.00,0
chr4:88536631,0,0.00,0
chr4:88536632,0,0.00,0
chr4:88536633,0,0.00,0
chr4:88536634,0,0.00,0
chr4:88536635,0,0.00,0
chr4:88536636,0,0.00,0
chr4:88536637,0,0.00,0
chr4:88536638,0,0.00,0
chr4:88536639,0,0.00,0
chr4:88536640,0,0.00,0
chr4:88536641,0,0.00,0
chr4:88536642,0,0.00,0
chr4:88536643,0,0.00,0
chr4:88536644,0,0.00,0
chr4:88536645,0,0.00,0
chr4:88536646,0,0.00,0
chr4:88536647,0,0.00,0
chr4:88536648,0,0.00,0
chr4:88536649,0,0.00,0
chr4:88536650,0,0.00,0
chr4:88536651,0,0.00,0
chr4:88536652,0,0.00,0
chr4:88536653,0,0.00,0
chr4:88536654,0,0.00,0
chr4:88536655,0,0.00,0
chr4:88536656,0,0.00,0
chr4:88536657,0,0.00,0
chr4:88536658,0,0.00,0
chr4:88536659,0,0.00,0
chr4:88536660,0,0.00,0
chr4:88536661,0,0.00,0
chr4:88536662,0,0.00,0
chr4:88536663,0,0.00,0
chr4:88536664,0,0.00,0
chr4:88536665,0,0.00,0
chr4:88536666,0,0.00,0
chr4:88536667,0,0.00,0
chr4:88536668,0,0.00,0
chr4:88536669,0,0.00,0
chr4:88536670,0,0.00,0
chr4:88536671,0,0.00,0
chr4:88536672,0,0.00,0
chr4:88536673,0,0.00,0
chr4:88536674,0,0.00,0
chr4:88536675,0,0.00,0
chr4:88536676,0,0.00,0
chr4:88536677,0,0.00,0
chr4:88536678,0,0.00,0
chr4:88536679,0,0.00,0
chr4:88536680,0,0.00,0
chr4:88536681,0,0.00,0
chr4:88536682,0,0.00,0
chr4:88536683,0,0.00,0
chr4:88536684,0,0.00,0
chr4:88536685,0,0.00,0
chr4:88536686,0,0.00,0
chr4:88536687,0,0.00,0
chr4:88536688,0,0.00,0
chr4:88536689,0,0.00,0
chr4:88536690,0,0.00,0
chr4:88536691,0,0.00,0
chr4:88536692,0,0.00,0
chr4:88536693,0,0.00,0
chr4:88536694,0,0.00,0
chr4:88536695,0,0.00,0
chr4:88536696,0,0.00,0
chr4:88536697,0,0.00,0
chr4:88536698,0,0.00,0
chr4:88536699,0,0.00,0
chr4:88536700,0,0.00,0
chr4:88536701,0,0.00,0
chr4:88536702,0,0.00,0
chr4:88536703,0,0.00,0
chr4:88536704,0,0.00,0
chr4:88536705,0,0.00,0
chr4:88536706,0,0.00,0
chr4:88536707,0,0.00,0
chr4:88536708,0,0.00,0
chr4:88536709,0,0.00,0
chr4:88536710,0,0.00,0
chr4:88536711,0,0.00,0
chr4:88536712,0,0.00,0
chr4:88536713,0,0.00,0
chr4:88536714,0,0.00,0
chr4:88536715,0,0.00,0
chr4:88536716,0,0.00,0
chr4:88536717,0,0.00,0
chr4:88536718,0,0.00,0
chr4:88536719,0,0.00,0
chr4:88536720,0,0.00,0
chr4:88536721,0,0.00,0
chr4:88536722,0,0.00,0
chr4:88536723,0,0.00,0
chr4:88536724,0,0.00,0
chr4:88536725,0,0.00,0
chr4:88536726,0,0.00,0
chr4:88536727,0,0.00,0
chr4:88536728,0,0.00,0
chr4:88536729,0,0.00,0
chr4:88536730,0,0.00,0
chr4:88536731,0,0.00,0
chr4:88536732,0,0.00,0
chr4:88536733,0,0.00,0
chr4:88536734,0,0.00,0
chr4:88536735,0,0.00,0
chr4:88536736,0,0.00,0
chr4:88536737,0,0.00,0
chr4:88536738,0,0.00,0
chr4:88536739,0,0.00,0
chr4:88536740,0,0.00,0
chr4:88536741,0,0.00,0
chr4:88536742,0,0.00,0
chr4:88536743,0,0.00,0
chr4:88536744,0,0.00,0
chr4:88536745,0,0.00,0
chr4:88536746,0,0.00,0
chr4:88536747,0,0.00,0
chr4:88536748,0,0.00,0
chr4:88536749,0,0.00,0
chr4:88536750,0,0.00,0
chr4:88536751,0,0.00,0
chr4:88536752,0,0.00,0
chr4:88536753,0,0.00,0
chr4:88536754,0,0.00,0
chr4:88536755,0,0.00,0
chr4:88536756,0,0.00,0
chr4:88536757,0,0.00,0
chr4:88536758,0,0.00,0
chr4:88536759,0,0.00,0
chr4:88536760,0,0.00,0
chr4:88536761,0,0.00,0
chr4:88536762,0,0.00,0
chr4:88536763,0,0.00,0
chr4:88536764,0,0.00,0
chr4:88536765,0,0.00,0
chr4:88536766,0,0.00,0
chr4:88536767,0,0.00,0
chr4:88536768,0,0.00,0
chr4:88536769,0,0.00,0
chr4:88536770,0,0.00,0
chr4:88536771,0,0.00,0
chr4:88536772,0,0.00,0
chr4:88536773,0,0.00,0
chr4:88536774,0,0.00,0
chr4:88536775,0,0.00,0
chr4:88536776,0,0.00,0
chr4:88536777,0,0.00,0
chr4:88536778,0,0.00,0
chr4:88536779,0,0.00,0
chr4:88536780,0,0.00,0
chr4:88536781,0,0.00,0
chr4:88536782,0,0.00,0
chr4:88536783,0,0.00,0
chr4:88536784,0,0.00,0
chr4:88536785,0,0.00,0
chr4:88536786,0,0.00,0
chr4:88536787,0,0.00,0
chr4:88536788,0,0.00,0
chr4:88536789,0,0.00,0
chr4:88536790,0,0.00,0
chr4:88536791,0,0.00,0
chr4:88536792,0,0.00,0
chr4:88536793,0,0.00,0
chr4:88536794,0,0.00,0
chr4:88536795,0,0.00,0
chr4:88536796,0,0.00,0
chr4:88536797,0,0.00,0
chr4:88536798,0,0.00,0
chr4:88536799,0,0.00,0
chr4:88536800,0,0.00,0
chr4:88536801,0,0.00,0
chr4:88536802,0,0.00,0
chr4:88536803,0,0.00,0
chr4:88536804,0,0.00,0
chr4:88536805,0,0.00,0
chr4:88536806,0,0.00,0
chr4:88536807,0,0.00,0
chr4:88536808,0,0.00,0
chr4:88536809,0,0.00,0
chr4:88536810,0,0.00,0
chr4:88536811,0,0.00,0
chr4:88536812,0,0.00,0
chr4:88536813,0,0.00,0
chr4:88536814,0,0.00,0
chr4:88536815,0,0.00,0
chr4:88536816,0,0.00,0
chr4:88536817,0,0.00,0
chr4:88536818,0,0.00,0
chr4:88536819,0,0.00,0
chr4:88536820,0,0.00,0
chr4:88536821,0,0.00,0
chr4:88536822,0,0.00,0
chr4:88536823,0,0.00,0
chr4:88536824,0,0.00,0
chr4:88536825,0,0.00,0
chr4:88536826,0,0.00,0
chr4:88536827,0,0.00,0
chr4:88536828,0,0.00,0
chr4:88536829,0,0.00,0
chr4:88536830,0,0.00,0
chr4:88536831,0,0.00,0
chr4:88536832,0,0.00,0
chr4:88536833,0,0.00,0
chr4:88536834,0,0.00,0
chr4:88536835,0,0.00,0
chr4:88536836,0,0.00,0
chr4:88536837,0,0.00,0
chr4:88536838,0,0.00,0
chr4:88536839,0,0.00,0
chr4:88536840,0,0.00,0
chr4:88536841,0,0.00,0
chr4:88536842,0,0.00,0
chr4:88536843,0,0.00,0
chr4:88536844,0,0.00,0
chr4:88536845,0,0.00,0
